claim_id,claim_date,sale_id,repair_status
CL-5664,26/03/2021,OID-83749,Free Replaced
CL-5665,26/03/2021,OID-83805,Free Replaced
CL-5672,26/03/2021,OID-361476,Free Replaced
CL-5681,26/03/2021,OID-372749,Free Replaced
CL-5682,26/03/2021,OID-372762,Free Replaced
CL-5683,26/03/2021,OID-372948,Free Replaced
CL-5685,26/03/2021,OID-373076,Free Replaced
CL-5688,26/03/2021,OID-373230,Free Replaced
CL-5689,29/03/2021,OID-373573,Warranty Void
CL-5690,21/10/2021,OID-373862,Paid Repaired
CL-5691,08/12/2021,OID-374316,Paid Repaired
CL-5692,05/07/2021,OID-384996,Warranty Void
CL-5693,21/12/2020,OID-385502,Warranty Void
CL-5694,27/03/2021,OID-110432,Free Replaced
CL-5701,27/03/2021,OID-361396,Free Replaced
CL-5702,27/03/2021,OID-361493,Free Replaced
CL-5703,27/03/2021,OID-361867,Warranty Void
CL-5704,27/03/2021,OID-372900,Free Replaced
CL-5709,03/01/2022,OID-374004,Paid Repaired
CL-5710,16/08/2021,OID-374219,Paid Repaired
CL-5711,09/07/2021,OID-374237,Paid Repaired
CL-5712,17/04/2021,OID-374569,Paid Repaired
CL-5713,21/03/2021,OID-385209,Warranty Void
CL-5714,14/07/2021,OID-385226,Paid Repaired
CL-5715,28/01/2021,OID-385712,Warranty Void
CL-5722,28/03/2021,OID-361564,Free Replaced
CL-5723,28/03/2021,OID-361579,Free Replaced
CL-5724,28/03/2021,OID-361719,Free Replaced
CL-5735,28/03/2021,OID-372864,Free Replaced
CL-5736,28/03/2021,OID-373014,Free Replaced
CL-5739,21/03/2021,OID-373764,Warranty Void
CL-5740,25/09/2021,OID-384805,Paid Repaired
CL-5741,07/10/2021,OID-384807,Paid Repaired
CL-5742,02/10/2021,OID-384862,Paid Repaired
CL-5743,11/02/2021,OID-385105,Warranty Void
CL-5744,14/09/2021,OID-385186,Paid Repaired
CL-5745,16/01/2021,OID-385729,Warranty Void
CL-5746,10/02/2021,OID-385741,Warranty Void
CL-5747,06/08/2020,OID-386051,Warranty Void
CL-5748,29/03/2021,OID-110656,Free Replaced
CL-5755,29/03/2021,OID-361484,Free Replaced
CL-5758,29/03/2021,OID-373206,Free Replaced
CL-5762,29/03/2021,OID-372779,Free Replaced
CL-5764,29/03/2021,OID-372956,Free Replaced
CL-5768,19/03/2022,OID-373771,Paid Repaired
CL-5769,21/08/2021,OID-373874,Paid Repaired
CL-5770,04/05/2021,OID-384885,Warranty Void
CL-5771,06/03/2021,OID-385395,Warranty Void
CL-5772,03/12/2020,OID-385500,Warranty Void
CL-5773,08/01/2021,OID-385523,Warranty Void
CL-5774,18/02/2021,OID-385616,Warranty Void
CL-5775,30/03/2021,OID-110568,Free Replaced
CL-5782,30/03/2021,OID-361361,Free Replaced
CL-5783,30/03/2021,OID-361576,Free Replaced
CL-5784,30/03/2021,OID-361829,Warranty Void
CL-5785,30/03/2021,OID-373162,Free Replaced
CL-5792,30/03/2021,OID-372770,Free Replaced
CL-5793,30/03/2021,OID-372785,Free Replaced
CL-5794,30/03/2021,OID-372852,Free Replaced
CL-5795,30/03/2021,OID-372939,Free Replaced
CL-5796,30/03/2021,OID-372972,Free Replaced
CL-5797,30/03/2021,OID-373010,Free Replaced
CL-5798,30/03/2021,OID-373031,Free Replaced
CL-5799,16/05/2021,OID-373807,Warranty Void
CL-5800,19/04/2021,OID-373975,Warranty Void
CL-5801,06/11/2020,OID-374169,Warranty Void
CL-5802,20/06/2021,OID-374264,Paid Repaired
CL-5803,23/03/2021,OID-374347,Paid Repaired
CL-5804,14/08/2020,OID-374498,Warranty Void
CL-5805,22/07/2021,OID-374682,Paid Repaired
CL-5806,19/03/2021,OID-374756,Paid Repaired
CL-5807,22/05/2021,OID-385559,Paid Repaired
CL-5808,18/10/2020,OID-385880,Warranty Void
CL-5809,24/10/2020,OID-386129,Warranty Void
CL-5810,31/03/2021,OID-83839,Free Replaced
CL-5811,31/03/2021,OID-83850,Free Replaced
CL-5818,31/03/2021,OID-361489,Free Replaced
CL-5819,31/03/2021,OID-361536,Free Replaced
CL-5822,31/03/2021,OID-372788,Free Replaced
CL-5823,31/03/2021,OID-373143,Free Replaced
CL-5833,31/03/2021,OID-372826,Free Replaced
CL-5834,31/03/2021,OID-372885,Free Replaced
CL-5835,31/03/2021,OID-373152,Free Replaced
CL-5836,21/07/2021,OID-374054,Paid Repaired
CL-5837,25/04/2021,OID-374504,Paid Repaired
CL-5838,28/03/2021,OID-384895,Warranty Void
CL-5839,27/06/2021,OID-384897,Warranty Void
CL-5840,19/08/2021,OID-385017,Paid Repaired
CL-5841,15/01/2021,OID-385212,Warranty Void
CL-5842,24/05/2021,OID-385613,Paid Repaired
CL-5843,29/10/2020,OID-385816,Warranty Void
CL-5844,22/09/2020,OID-385926,Warranty Void
CL-5845,16/02/2021,OID-386176,Paid Repaired
CL-5846,01/04/2021,OID-84048,Free Replaced
CL-5856,01/04/2021,OID-361350,Free Replaced
CL-5857,01/04/2021,OID-361366,Free Replaced
CL-5858,01/04/2021,OID-361385,Free Replaced
CL-5860,01/04/2021,OID-361702,Free Replaced
CL-5861,01/04/2021,OID-372751,Free Replaced
CL-5865,01/04/2021,OID-372718,Free Replaced
CL-5867,01/04/2021,OID-373098,Free Replaced
CL-5868,07/05/2021,OID-373907,Warranty Void
CL-5869,28/11/2020,OID-374433,Warranty Void
CL-5870,13/12/2020,OID-374499,Warranty Void
CL-5871,11/12/2020,OID-374580,Warranty Void
CL-5872,18/04/2021,OID-384838,Warranty Void
CL-5873,05/07/2021,OID-384993,Warranty Void
CL-5874,01/09/2021,OID-385290,Paid Repaired
CL-5875,04/11/2020,OID-385518,Warranty Void
CL-5876,01/02/2021,OID-385746,Warranty Void
CL-5877,29/04/2021,OID-385958,Paid Repaired
CL-5878,02/04/2021,OID-84001,Free Replaced
CL-5879,02/04/2021,OID-84199,Warranty Void
CL-5880,02/04/2021,OID-110540,Free Replaced
CL-5887,02/04/2021,OID-361384,Free Replaced
CL-5892,02/04/2021,OID-372748,Free Replaced
CL-5893,31/03/2021,OID-373664,Warranty Void
CL-5894,12/06/2021,OID-374017,Paid Repaired
CL-5895,26/06/2021,OID-374285,Paid Repaired
CL-5896,17/04/2021,OID-374357,Paid Repaired
CL-5897,01/07/2021,OID-385167,Warranty Void
CL-5898,06/03/2021,OID-385353,Warranty Void
CL-5899,25/06/2021,OID-385571,Paid Repaired
CL-5900,11/08/2021,OID-421613,Warranty Void
CL-5901,09/06/2021,OID-434444,Warranty Void
CL-5902,03/04/2021,OID-83889,Free Replaced
CL-5903,03/04/2021,OID-84076,Free Replaced
CL-5910,03/04/2021,OID-361532,Free Replaced
CL-5912,03/04/2021,OID-372876,Free Replaced
CL-5921,03/04/2021,OID-372714,Free Replaced
CL-5922,03/04/2021,OID-372758,Free Replaced
CL-5923,03/04/2021,OID-372773,Free Replaced
CL-5924,03/04/2021,OID-372860,Free Replaced
CL-5925,03/04/2021,OID-372871,Free Replaced
CL-5926,03/04/2021,OID-372935,Free Replaced
CL-5927,03/04/2021,OID-373091,Free Replaced
CL-5929,09/04/2021,OID-373527,Warranty Void
CL-5930,20/05/2022,OID-373529,Paid Repaired
CL-5931,22/03/2021,OID-373815,Warranty Void
CL-5932,05/02/2021,OID-373916,Warranty Void
CL-5933,12/07/2021,OID-374275,Paid Repaired
CL-5934,26/04/2021,OID-384779,Warranty Void
CL-5935,02/08/2021,OID-385352,Paid Repaired
CL-5936,21/12/2020,OID-385935,Warranty Void
CL-5937,27/09/2020,OID-386040,Warranty Void
CL-5938,04/11/2021,OID-421623,Paid Repaired
CL-5939,04/04/2021,OID-83871,Free Replaced
CL-5947,04/04/2021,OID-361608,Free Replaced
CL-5948,04/04/2021,OID-372918,Free Replaced
CL-5954,04/04/2021,OID-372844,Free Replaced
CL-5955,04/04/2021,OID-372873,Free Replaced
CL-5956,04/04/2021,OID-372970,Free Replaced
CL-5958,17/08/2021,OID-385086,Paid Repaired
CL-5959,24/11/2020,OID-385403,Warranty Void
CL-5960,02/02/2021,OID-385819,Warranty Void
CL-5968,05/04/2021,OID-361372,Free Replaced
CL-5969,05/04/2021,OID-361761,Warranty Void
CL-5975,05/04/2021,OID-372752,Free Replaced
CL-5976,05/04/2021,OID-372757,Free Replaced
CL-5977,05/04/2021,OID-372764,Free Replaced
CL-5978,05/04/2021,OID-372806,Free Replaced
CL-5979,05/04/2021,OID-372808,Free Replaced
CL-5980,05/04/2021,OID-372816,Free Replaced
CL-5981,05/04/2021,OID-372828,Free Replaced
CL-5982,05/04/2021,OID-372870,Free Replaced
CL-5983,09/06/2021,OID-374633,Paid Repaired
CL-5984,19/09/2021,OID-385162,Paid Repaired
CL-5985,22/04/2021,OID-385349,Warranty Void
CL-5986,14/02/2021,OID-385541,Warranty Void
CL-5987,08/04/2021,OID-385716,Paid Repaired
CL-5996,06/04/2021,OID-361444,Free Replaced
CL-5997,06/04/2021,OID-361497,Free Replaced
CL-5999,06/04/2021,OID-361528,Free Replaced
CL-6000,06/04/2021,OID-361599,Free Replaced
CL-6001,06/04/2021,OID-361638,Free Replaced
CL-6006,06/04/2021,OID-372910,Free Replaced
CL-6007,11/05/2021,OID-373620,Warranty Void
CL-6008,08/09/2021,OID-373644,Paid Repaired
CL-6009,15/03/2021,OID-374129,Warranty Void
CL-6010,03/11/2021,OID-374135,Paid Repaired
CL-6011,26/01/2021,OID-374358,Warranty Void
CL-6012,29/09/2020,OID-386146,Warranty Void
CL-6013,07/04/2021,OID-110317,Free Replaced
CL-6021,07/04/2021,OID-361374,Free Replaced
CL-6023,07/04/2021,OID-361748,Free Replaced
CL-6032,07/04/2021,OID-372792,Free Replaced
CL-6033,07/04/2021,OID-372917,Free Replaced
CL-6034,07/04/2021,OID-372974,Free Replaced
CL-6035,07/04/2021,OID-373039,Free Replaced
CL-6037,07/04/2021,OID-373128,Free Replaced
CL-6038,08/01/2022,OID-373618,Paid Repaired
CL-6039,10/02/2021,OID-374383,Warranty Void
CL-6040,28/02/2021,OID-374701,Paid Repaired
CL-6041,27/03/2021,OID-384736,Warranty Void
CL-6042,11/11/2021,OID-384796,Paid Repaired
CL-6043,11/07/2021,OID-384963,Warranty Void
CL-6044,27/08/2021,OID-385120,Paid Repaired
CL-6045,24/04/2021,OID-385129,Warranty Void
CL-6046,10/01/2021,OID-385231,Warranty Void
CL-6047,22/01/2021,OID-385615,Warranty Void
CL-6048,08/04/2021,OID-83828,Free Replaced
CL-6049,08/04/2021,OID-83830,Free Replaced
CL-6050,08/04/2021,OID-110615,Free Replaced
CL-6054,08/04/2021,OID-372785,Free Replaced
CL-6055,08/04/2021,OID-373072,Free Replaced
CL-6062,08/04/2021,OID-373001,Free Replaced
CL-6063,16/02/2021,OID-373674,Warranty Void
CL-6064,28/01/2022,OID-373761,Paid Repaired
CL-6065,24/11/2021,OID-373957,Paid Repaired
CL-6066,06/07/2021,OID-374722,Paid Repaired
CL-6067,26/06/2021,OID-374751,Paid Repaired
CL-6068,09/07/2021,OID-385183,Paid Repaired
CL-6069,20/02/2021,OID-385264,Warranty Void
CL-6070,31/05/2021,OID-385274,Warranty Void
CL-6071,22/01/2021,OID-385329,Warranty Void
CL-6072,15/08/2021,OID-385335,Paid Repaired
CL-6073,01/03/2021,OID-385520,Warranty Void
CL-6074,23/02/2021,OID-385525,Warranty Void
CL-6075,13/06/2021,OID-385555,Paid Repaired
CL-6076,25/02/2021,OID-386061,Paid Repaired
CL-6083,09/04/2021,OID-361749,Warranty Void
CL-6084,09/04/2021,OID-372725,Free Replaced
CL-6092,09/04/2021,OID-372847,Free Replaced
CL-6094,09/04/2021,OID-372968,Free Replaced
CL-6095,09/04/2021,OID-373017,Free Replaced
CL-6096,12/05/2021,OID-374228,Paid Repaired
CL-6097,30/03/2021,OID-384846,Warranty Void
CL-6098,21/04/2021,OID-385068,Warranty Void
CL-6099,22/05/2021,OID-385218,Warranty Void
CL-6100,26/07/2021,OID-385245,Paid Repaired
CL-6101,05/07/2021,OID-385266,Paid Repaired
CL-6102,30/07/2021,OID-385381,Paid Repaired
CL-6103,07/11/2020,OID-385558,Warranty Void
CL-6104,02/06/2021,OID-385568,Paid Repaired
CL-6105,07/02/2021,OID-385708,Warranty Void
CL-6106,03/09/2020,OID-385911,Warranty Void
CL-6107,13/04/2021,OID-386022,Paid Repaired
CL-6108,10/04/2021,OID-84013,Free Replaced
CL-6109,10/04/2021,OID-110710,Free Replaced
CL-6114,10/04/2021,OID-361402,Free Replaced
CL-6115,10/04/2021,OID-361414,Free Replaced
CL-6116,10/04/2021,OID-361607,Free Replaced
CL-6125,10/04/2021,OID-372845,Free Replaced
CL-6126,10/04/2021,OID-372882,Free Replaced
CL-6128,10/04/2021,OID-373161,Warranty Void
CL-6129,09/06/2021,OID-374377,Paid Repaired
CL-6130,18/10/2020,OID-374574,Warranty Void
CL-6131,29/03/2021,OID-374613,Paid Repaired
CL-6132,24/07/2021,OID-384832,Warranty Void
CL-6133,21/09/2021,OID-384913,Paid Repaired
CL-6134,01/03/2021,OID-385575,Warranty Void
CL-6135,21/12/2020,OID-385590,Warranty Void
CL-6136,30/12/2020,OID-385783,Warranty Void
CL-6137,17/08/2020,OID-385954,Warranty Void
CL-6138,10/11/2020,OID-386122,Warranty Void
CL-6139,11/04/2021,OID-83762,Free Replaced
CL-6140,11/04/2021,OID-83851,Free Replaced
CL-6147,11/04/2021,OID-361357,Free Replaced
CL-6149,11/04/2021,OID-372719,Free Replaced
CL-6150,11/04/2021,OID-372861,Free Replaced
CL-6151,11/04/2021,OID-373103,Free Replaced
CL-6158,11/04/2021,OID-372914,Free Replaced
CL-6159,11/04/2021,OID-373041,Free Replaced
CL-6160,11/04/2021,OID-373100,Free Replaced
CL-6161,28/12/2020,OID-374137,Warranty Void
CL-6162,15/01/2021,OID-385574,Warranty Void
CL-6171,12/04/2021,OID-361716,Free Replaced
CL-6172,12/04/2021,OID-373055,Free Replaced
CL-6178,06/04/2021,OID-373516,Warranty Void
CL-6179,03/01/2021,OID-373841,Warranty Void
CL-6180,19/08/2021,OID-374247,Paid Repaired
CL-6181,29/04/2021,OID-374575,Paid Repaired
CL-6182,08/09/2021,OID-384926,Paid Repaired
CL-6183,27/05/2021,OID-384934,Warranty Void
CL-6184,23/04/2021,OID-385210,Warranty Void
CL-6185,18/04/2021,OID-385418,Warranty Void
CL-6186,23/11/2020,OID-385772,Warranty Void
CL-6187,04/03/2021,OID-385995,Paid Repaired
CL-6188,13/10/2021,OID-421578,Paid Repaired
CL-6189,13/04/2021,OID-110680,Free Replaced
CL-6197,13/04/2021,OID-361496,Free Replaced
CL-6198,13/04/2021,OID-361613,Free Replaced
CL-6201,13/04/2021,OID-372797,Free Replaced
CL-6203,06/10/2021,OID-373739,Paid Repaired
CL-6204,29/03/2021,OID-373831,Warranty Void
CL-6205,13/09/2021,OID-373959,Paid Repaired
CL-6206,31/10/2021,OID-374561,Paid Repaired
CL-6207,11/11/2021,OID-384837,Paid Repaired
CL-6208,18/05/2021,OID-385538,Paid Repaired
CL-6209,29/09/2020,OID-385750,Warranty Void
CL-6210,16/01/2021,OID-386083,Warranty Void
CL-6214,14/04/2021,OID-361490,Free Replaced
CL-6215,14/04/2021,OID-361533,Free Replaced
CL-6216,14/04/2021,OID-361542,Free Replaced
CL-6217,14/04/2021,OID-361701,Free Replaced
CL-6232,14/04/2021,OID-372811,Free Replaced
CL-6233,14/04/2021,OID-372983,Free Replaced
CL-6235,30/08/2021,OID-373570,Paid Repaired
CL-6236,08/02/2022,OID-373658,Paid Repaired
CL-6237,29/05/2021,OID-373913,Warranty Void
CL-6238,08/06/2021,OID-373942,Paid Repaired
CL-6239,15/09/2021,OID-374014,Paid Repaired
CL-6240,27/04/2021,OID-374055,Warranty Void
CL-6241,23/06/2021,OID-384781,Warranty Void
CL-6242,28/07/2021,OID-384784,Warranty Void
CL-6243,17/07/2021,OID-384865,Warranty Void
CL-6244,12/03/2021,OID-385031,Warranty Void
CL-6245,10/09/2021,OID-385121,Paid Repaired
CL-6246,25/08/2021,OID-385187,Paid Repaired
CL-6247,10/04/2021,OID-385199,Warranty Void
CL-6248,10/06/2021,OID-385611,Paid Repaired
CL-6249,31/01/2021,OID-385839,Warranty Void
CL-6250,05/04/2021,OID-385941,Paid Repaired
CL-6251,24/02/2021,OID-386024,Paid Repaired
CL-6252,30/08/2020,OID-386038,Warranty Void
CL-6253,07/03/2021,OID-386044,Paid Repaired
CL-6266,15/04/2021,OID-361501,Free Replaced
CL-6267,15/04/2021,OID-361557,Free Replaced
CL-6275,15/04/2021,OID-372771,Free Replaced
CL-6276,15/04/2021,OID-372887,Free Replaced
CL-6277,15/04/2021,OID-372897,Free Replaced
CL-6278,15/04/2021,OID-372977,Free Replaced
CL-6281,01/08/2021,OID-374406,Paid Repaired
CL-6282,28/07/2021,OID-374487,Paid Repaired
CL-6283,11/10/2021,OID-385138,Paid Repaired
CL-6284,02/10/2020,OID-386100,Warranty Void
CL-6285,16/04/2021,OID-83945,Free Replaced
CL-6293,16/04/2021,OID-372718,Free Replaced
CL-6300,16/04/2021,OID-372751,Free Replaced
CL-6301,16/04/2021,OID-372788,Free Replaced
CL-6302,16/04/2021,OID-372869,Free Replaced
CL-6303,16/04/2021,OID-372895,Free Replaced
CL-6305,16/04/2021,OID-373015,Free Replaced
CL-6306,23/03/2021,OID-374056,Warranty Void
CL-6307,18/11/2020,OID-374059,Warranty Void
CL-6308,30/08/2021,OID-374125,Paid Repaired
CL-6309,28/09/2021,OID-374146,Paid Repaired
CL-6310,31/05/2021,OID-374311,Paid Repaired
CL-6311,25/09/2021,OID-374526,Paid Repaired
CL-6312,21/09/2021,OID-374668,Paid Repaired
CL-6313,28/06/2022,OID-384622,Paid Repaired
CL-6314,09/09/2021,OID-384791,Warranty Void
CL-6315,17/03/2021,OID-385178,Warranty Void
CL-6316,17/07/2021,OID-385314,Paid Repaired
CL-6317,09/08/2021,OID-385318,Paid Repaired
CL-6318,15/01/2021,OID-385327,Warranty Void
CL-6319,31/01/2021,OID-385424,Warranty Void
CL-6320,02/02/2021,OID-385653,Warranty Void
CL-6321,28/01/2021,OID-385670,Warranty Void
CL-6322,12/01/2021,OID-385827,Warranty Void
CL-6323,09/01/2021,OID-385845,Warranty Void
CL-6324,20/08/2021,OID-434371,Warranty Void
CL-6334,17/04/2021,OID-372745,Free Replaced
CL-6337,09/08/2021,OID-373534,Warranty Void
CL-6338,30/04/2021,OID-373544,Warranty Void
CL-6339,27/01/2021,OID-373887,Warranty Void
CL-6340,16/08/2021,OID-373917,Paid Repaired
CL-6341,19/07/2021,OID-374473,Paid Repaired
CL-6342,18/08/2021,OID-384696,Warranty Void
CL-6343,15/03/2021,OID-385165,Warranty Void
CL-6344,09/07/2021,OID-385270,Paid Repaired
CL-6345,19/12/2020,OID-385273,Warranty Void
CL-6346,23/04/2021,OID-385545,Warranty Void
CL-6347,07/11/2020,OID-385769,Warranty Void
CL-6358,18/04/2021,OID-361413,Free Replaced
CL-6359,18/04/2021,OID-361454,Free Replaced
CL-6360,18/04/2021,OID-361592,Free Replaced
CL-6369,18/04/2021,OID-372848,Free Replaced
CL-6370,18/04/2021,OID-372938,Free Replaced
CL-6371,18/04/2021,OID-372987,Free Replaced
CL-6372,13/04/2022,OID-373707,Paid Repaired
CL-6375,29/10/2021,OID-384964,Paid Repaired
CL-6376,02/04/2021,OID-385232,Warranty Void
CL-6377,04/02/2021,OID-386075,Paid Repaired
CL-6378,19/04/2021,OID-83841,Free Replaced
CL-6385,19/04/2021,OID-361463,Free Replaced
CL-6391,19/04/2021,OID-372789,Free Replaced
CL-6392,19/04/2021,OID-372985,Free Replaced
CL-6393,19/04/2021,OID-373004,Free Replaced
CL-6394,27/05/2021,OID-374223,Paid Repaired
CL-6395,08/09/2021,OID-374305,Paid Repaired
CL-6396,13/09/2021,OID-374484,Paid Repaired
CL-6397,08/05/2021,OID-374631,Paid Repaired
CL-6399,01/09/2021,OID-384952,Paid Repaired
CL-6400,13/03/2021,OID-385045,Warranty Void
CL-6401,22/03/2021,OID-385108,Warranty Void
CL-6402,09/02/2021,OID-385184,Warranty Void
CL-6403,09/03/2021,OID-385427,Warranty Void
CL-6404,17/02/2021,OID-385581,Warranty Void
CL-6405,15/02/2021,OID-385638,Warranty Void
CL-6406,11/06/2021,OID-385744,Paid Repaired
CL-6407,08/12/2020,OID-386063,Warranty Void
CL-6408,20/04/2021,OID-110418,Free Replaced
CL-6415,20/04/2021,OID-361355,Free Replaced
CL-6427,20/04/2021,OID-372796,Free Replaced
CL-6428,19/02/2021,OID-374253,Warranty Void
CL-6429,10/06/2021,OID-374514,Paid Repaired
CL-6430,03/01/2021,OID-374678,Warranty Void
CL-6431,14/09/2021,OID-384723,Warranty Void
CL-6432,28/01/2021,OID-385095,Warranty Void
CL-6433,26/07/2021,OID-385223,Paid Repaired
CL-6434,17/02/2021,OID-385407,Warranty Void
CL-6435,21/04/2021,OID-110389,Free Replaced
CL-6441,21/04/2021,OID-361614,Free Replaced
CL-6450,21/04/2021,OID-372724,Free Replaced
CL-6451,21/04/2021,OID-372965,Free Replaced
CL-6452,21/04/2021,OID-373018,Free Replaced
CL-6454,14/04/2022,OID-373642,Paid Repaired
CL-6455,29/06/2021,OID-373795,Paid Repaired
CL-6457,04/11/2021,OID-384901,Paid Repaired
CL-6458,20/06/2021,OID-385023,Warranty Void
CL-6459,25/04/2021,OID-385426,Warranty Void
CL-6460,24/11/2020,OID-385585,Warranty Void
CL-6461,22/04/2021,OID-110579,Free Replaced
CL-6465,22/04/2021,OID-361380,Free Replaced
CL-6466,22/04/2021,OID-361434,Free Replaced
CL-6469,22/04/2021,OID-371412,Free Replaced
CL-6478,22/04/2021,OID-372739,Free Replaced
CL-6479,22/04/2021,OID-372952,Free Replaced
CL-6481,22/04/2021,OID-373012,Free Replaced
CL-6482,22/04/2021,OID-373106,Warranty Void
CL-6483,20/08/2021,OID-373613,Paid Repaired
CL-6484,13/04/2021,OID-373891,Warranty Void
CL-6485,03/10/2021,OID-384988,Paid Repaired
CL-6486,19/07/2021,OID-385528,Paid Repaired
CL-6487,28/05/2021,OID-385547,Paid Repaired
CL-6488,02/03/2021,OID-385598,Warranty Void
CL-6489,26/10/2020,OID-385684,Warranty Void
CL-6490,10/04/2021,OID-385705,Paid Repaired
CL-6491,15/06/2021,OID-385766,Paid Repaired
CL-6492,11/10/2020,OID-385887,Warranty Void
CL-6493,23/04/2021,OID-84023,Free Replaced
CL-6494,23/04/2021,OID-110345,Free Replaced
CL-6500,23/04/2021,OID-361390,Free Replaced
CL-6501,23/04/2021,OID-361534,Free Replaced
CL-6502,23/04/2021,OID-373002,Free Replaced
CL-6513,23/04/2021,OID-372890,Free Replaced
CL-6514,23/04/2021,OID-372936,Free Replaced
CL-6516,12/03/2021,OID-373828,Warranty Void
CL-6517,07/03/2021,OID-374091,Warranty Void
CL-6518,20/08/2021,OID-374338,Paid Repaired
CL-6519,26/06/2021,OID-384882,Warranty Void
CL-6520,12/03/2021,OID-384968,Warranty Void
CL-6521,27/01/2021,OID-385179,Warranty Void
CL-6522,15/08/2021,OID-385383,Paid Repaired
CL-6523,24/05/2021,OID-385495,Paid Repaired
CL-6524,25/03/2021,OID-385786,Paid Repaired
CL-6525,03/10/2020,OID-386015,Warranty Void
CL-6531,24/04/2021,OID-361440,Free Replaced
CL-6532,24/04/2021,OID-361681,Warranty Void
CL-6540,24/04/2021,OID-373028,Free Replaced
CL-6543,12/08/2021,OID-373649,Paid Repaired
CL-6544,25/01/2021,OID-373680,Warranty Void
CL-6545,28/02/2022,OID-373900,Paid Repaired
CL-6546,09/01/2021,OID-374100,Warranty Void
CL-6547,20/04/2021,OID-384743,Warranty Void
CL-6548,28/11/2021,OID-384786,Paid Repaired
CL-6549,30/11/2021,OID-384847,Paid Repaired
CL-6550,20/08/2021,OID-384904,Warranty Void
CL-6551,06/01/2021,OID-385262,Warranty Void
CL-6552,31/08/2020,OID-385994,Warranty Void
CL-6553,25/04/2021,OID-360080,Free Replaced
CL-6564,25/04/2021,OID-361672,Warranty Void
CL-6565,25/04/2021,OID-371469,Free Replaced
CL-6572,25/04/2021,OID-372734,Free Replaced
CL-6573,25/04/2021,OID-372821,Free Replaced
CL-6574,13/12/2021,OID-373509,Paid Repaired
CL-6575,30/01/2021,OID-373782,Warranty Void
